,distance,moving_time,average_heartrate,HR Zone 1,HR Zone 2,HR Zone 3,HR Zone 4,HR Zone 5,ftp
45,624106.9469359852,76325.446816129,1591.6980641252974,4497.445943708589,39811.48819125154,21632.574809763988,10354.150443979275,84.77497894577316,117.25691666666665
46,1598775.0159565476,190722.59962028477,3832.6084095237475,24123.844088332637,120147.8545184124,37132.48020541033,6472.683976368033,0.0,216.56437499999998
47,715651.5769936704,89036.56779945827,3309.9298578207445,10253.398294084449,47992.8850103941,15479.481080332012,14142.0641169908,5.984116160878105,250.49916666666667
48,540383.9812157286,71724.66303551375,1615.8617953665064,2339.0796542181083,38583.29046331169,27268.610872554316,4285.88740259961,1.9947053869593683,167.235625
49,974371.4441099786,128548.893597114,2957.099275921096,8233.11554994995,77991.02629802209,32499.38552094984,9125.29550658089,0.0,218.3899583333333
50,803821.9842940744,110811.26219105767,2042.5872732195626,14971.407216281115,58945.02061195421,31625.43981828943,4891.05704266654,0.0,94.97466666666666
51,819729.6009849092,103665.90537713043,3000.513780599285,8394.367475399216,58849.964695845454,23193.42248536413,12356.764953379503,79.78821547837472,151.78941666666665
52,1353535.7697337132,169657.44963220507,2855.7319220419977,15811.956046065516,113096.77606804817,32575.70796238759,5669.6891560537815,0.0,140.47808333333333
53,971326.3865345828,114801.34844367804,4039.554223971282,9911.433003907554,67845.45426186002,24025.444593431977,11403.695858394869,465.7637078550125,222.13691666666668
54,862820.9535677166,101846.53565831235,3145.0951102666036,8464.799350882804,60112.04374041812,27519.077476145798,5320.815192858998,0.0,210.51762499999998
55,552039.8047076169,63885.420729041034,1826.116336498522,3948.8187030995873,24759.71327711982,22230.254773699027,13641.166862571474,29.920580804390525,174.32183333333333
56,641107.916742554,71505.43828187455,2434.9220464430136,7097.864925378958,23854.32920487604,25066.00971049874,16138.831576728544,178.52613213286347,190.5929583333333
57,473309.9402418965,54319.78348765973,1622.0781909555312,4361.21586876007,28123.375100611767,13482.198035383617,8034.820744527919,127.66114476539957,220.85441666666665
58,633749.9512711734,75811.63879978715,2532.4793514127095,3338.1002038405804,34326.47948747115,25079.984242029594,13545.665051417594,156.5843728763104,198.34258333333332
59,198718.14904483737,26606.44710908451,739.7510750939491,1477.215914747886,14431.558590214205,6004.7487024121265,4550.953653965479,1.9947053869593683,143.58062499999997
60,641646.2548559001,73843.50942671392,1965.3836505816741,3994.228728082427,37544.26341990512,24432.855935754604,7992.916888613461,318.1555092200192,172.368
61,630787.4646342054,74917.1235103844,2685.4828944587066,5760.586026394517,33724.1449695543,23736.279287139663,11465.089879850935,652.2686615357135,178.6855
62,385082.99422010593,48539.687974297965,1105.8165637315217,3634.6554690346356,22388.962260506436,17099.451773947312,5820.737939001244,5.984116160878105,158.7204583333333
63,709996.8913482333,81689.60250673785,3950.318867935281,3556.809711921196,33224.39554922016,26660.181268980155,18853.811636674545,180.52083751982283,226.9019583333333
64,499560.17710090417,65130.304151492135,2806.3015506647525,4427.014068225001,31093.63719208927,17327.344134296647,12293.421915369277,0.0,219.81495833333332
65,429963.75665945833,52705.936975378405,1917.3569814342084,2754.257025489785,28402.89596283256,14395.91740470877,6902.442126560491,227.396414113368,129.02266666666665
66,422353.6040854903,63642.70760894051,1992.655579617396,14990.868655559476,29087.11032927874,9633.827044578853,8595.16300384915,164.5631944241479,207.17679166666667
67,788336.7810000736,94489.78354623304,3029.790998534692,4806.975501754884,46661.1610371873,31816.783403865757,11765.238429191699,110.70614897624493,226.95420833333333
68,679119.936351876,92139.968218163,1873.1403611961452,4117.484510178706,56137.577069851104,24739.220665469507,6862.487287200194,0.0,163.08808333333332
69,572120.812881231,80770.62016893786,2707.440807910262,10579.609085797909,39737.13752419617,20485.588260269942,9583.314396808677,0.9973526934796841,237.02104166666666
70,423102.5387671664,65077.455326954114,2148.0654693430156,6086.796818107977,38104.24629203095,12935.041377752437,7218.182808334541,0.0,219.9812083333333
71,294390.8175821751,37678.27584979933,1447.8185855728689,5691.08088611466,13625.936172500407,10888.309990464093,7552.439147373119,0.9973526934796841,179.04570833333332
72,299558.6194182618,41749.59270309851,899.6728648438609,5416.767265810159,28721.0038801074,3770.973585403104,2717.9035847772425,0.0,129.99245833333333
73,52861.06059937631,9518.660508458617,687.0119770322228,2197.2891680472007,3625.300879712085,3113.0956394889936,591.5265241878043,0.0,101.913625
74,287756.56808221183,44134.640580860556,1422.9530032167697,6823.551305074458,32587.23856698623,2930.351765623963,372.2621618447137,0.0,113.52658333333332
75,140086.0713301208,25018.046327136297,1471.3807301441725,7330.475461515545,7381.421287534238,7208.708341993505,2967.3777037098253,58.843808915301366,96.85249999999999
76,203431.50565452754,29768.5684439426,1132.4869060973374,1805.2801768688093,18331.674593725857,8993.148522087335,609.0676731752516,0.0,77.53741666666667
77,171896.62704779083,27492.15426106426,1989.747910712852,4890.381670090712,7945.168750397047,9040.44693649946,5810.018347953359,0.0,181.590125
78,469250.6430853686,60079.326680367834,1565.1279862044655,3973.8405536003356,36631.35016618738,16554.445044243956,2706.2094854522775,0.9973526934796841,135.054375
79,123732.75461080171,18091.914266848242,669.5659636049596,1815.4742641098549,13497.940087443076,1265.2325855243596,982.3043432970456,0.0,121.75358333333332
80,43562.37300989819,6273.351209049942,92.64434716546613,5940.372655918412,0.0,0.0,0.0,0.0,107.44975
81,25904.293099732455,4235.735418528572,97.95836274963247,2735.7223214151563,1295.0192135212433,0.0,0.0,0.0,111.34633333333332
82,53536.98304731941,9594.019017522087,706.4632793591713,1993.4074232262878,3450.2474104424987,3185.118225071094,996.9219674532517,0.0,151.11649999999997
83,9332.244744257901,2055.2320653673755,79.0083826476053,1506.8714412672916,446.1040023321725,0.0,0.0,0.0,52.51406473108043
84,853481.895704155,114052.65676272279,2074.7721600595137,7310.087287033453,85018.57605628017,11232.298458915917,7650.864483358239,13.962937708715579,180.31079166666666
85,936749.1959378412,122846.11395668749,2021.8325331078186,6299.945914966204,73713.51007312816,29523.885268841575,12458.113814195865,151.59760940891198,140.1028333333333
86,686333.3009926601,86581.0548223122,1682.8384446159994,4972.861103222808,52903.79362678498,20095.376341369905,7986.095330673898,0.0,146.25645833333334
87,717044.8090471183,94023.93094474977,2860.94567318118,6212.83280581545,54198.81284030622,13327.403224580297,18431.84955269873,466.7610605484922,239.15379166666668
88,838663.754224567,130974.2738998544,2697.1149319101114,18137.485409390298,76323.7559189399,24251.28847302801,12128.778861844536,0.0,203.14008333333334
89,591520.9702621239,77120.82321911289,1571.8318481671447,4679.241757044873,42607.90243522946,19318.090853470123,10228.452687284562,87.3499802282965,117.25691666666665
90,1515299.5064585637,192710.09214842107,3784.773064326873,25098.978400501772,128587.20675123113,33159.65078271807,6394.106611665323,0.0,216.56437499999998
91,678285.8567288712,89964.40494924878,3268.6181399492148,10667.861281669993,51363.97193404627,13823.320825381124,13970.381684505746,6.165880957291518,250.49916666666667
92,512169.36208150146,72472.09533850242,1595.6939883503435,2433.629959773596,41293.43439244148,24351.123567877985,4233.857404110823,2.055293652430506,167.235625
93,923497.3987154781,129888.48295900982,2920.191288062589,8565.91464446459,83469.22434463949,29022.25406345469,9014.51585541013,0.0,218.3899583333333
94,761852.695923326,111966.01027060646,2017.093443203847,15576.58161653821,63085.40075697634,28241.812408521713,4831.680379998232,0.0,94.97466666666666
95,776929.7414613013,104746.1927304369,2963.063929968502,8733.684697158966,62983.66798125099,20711.942370029385,12206.755771742894,82.21174609722024,151.78941666666665
96,1282864.7329245303,171425.42528982504,2820.0891149289205,16451.107121100275,121040.85075386135,29090.4107147465,5600.860022082031,0.0,140.47808333333333
97,920611.3301973417,115997.67663292275,3989.135957846053,10312.0730664733,72611.01323256711,21454.94586439362,11265.256785562724,479.9110678425231,222.13691666666668
98,817771.2011098893,102907.86362385216,3105.8407189484724,8806.963570749613,64334.39721142623,24574.792578455334,5256.22133388929,0.0,210.51762499999998
99,523216.609760725,64551.16142578387,1803.3243118531152,4108.437899601939,26498.869938441567,19851.82462978345,13475.565243916168,30.829404786457587,174.32183333333333
100,607634.2825794279,72250.58607552502,2404.5314288339596,7384.774905667976,25529.890431037704,22384.180208766462,15942.9087015642,183.94878189253026,190.5929583333333
101,448597.4021938123,54885.842067118305,1601.8327961983034,4537.50498838928,30098.800041831793,12039.72845777292,7937.279285332819,131.53879375555238,220.85441666666665
102,600660.4924363217,76601.66088400962,2500.8711068350076,3473.0329299146165,36737.61909931501,22396.65959562271,13381.222809718156,161.3405517157947,198.34258333333332
103,188342.64369076514,26883.709032605053,730.5181339072248,1536.9279539933088,15445.251316560094,5362.296536845762,4495.705792905308,2.055293652430506,143.58062499999997
104,608144.5128928364,74613.0219204045,1940.8534102533777,4155.683489153803,40181.424645899,21818.76798889497,7895.884135633692,327.8193375626657,172.368
105,597852.6836489158,75697.82398061076,2651.9649903186646,5993.440503150821,36092.975767986034,21196.71855175282,11325.905493261445,672.0810243447754,178.6855
106,364976.9762871824,49045.51301736603,1092.0147057282168,3781.5755555594465,23961.59407653894,15269.969747870664,5750.075096578888,6.165880957291518,158.7204583333333
107,672926.4144795297,82540.87799759109,3901.014361318887,3700.5831163276785,35558.12325402403,23807.7902632137,18624.929330907707,186.00407554496078,226.9019583333333
108,473477.0572796633,65809.01759769123,2771.275691234659,4605.962883454226,33277.69746944779,15473.479748910997,12144.18170824421,0.0,219.81495833333332
109,407514.4168245213,53255.177894574874,1893.4261689763973,2865.589635676358,30397.954837776644,12855.688367604445,6818.647565556381,234.30347637707766,129.02266666666665
110,400301.60681415926,64305.919027487456,1967.7849543605564,15596.829726346152,31130.22937195815,8603.097308129558,8490.819077821161,169.56172632551673,207.17679166666667
111,747176.0086630044,95474.44786581154,2991.975734671797,5001.283122561665,49938.70581868612,28412.684013168786,11622.4102864552,114.06879770989308,226.95420833333333
112,643661.6122403414,93100.14545327256,1849.7614228320376,4283.921517937435,60080.75847986021,22092.354546897306,6779.177771657212,0.0,163.08808333333332
113,542249.1449648495,81612.31907823494,2673.648843846136,11007.258169879307,42528.32927401854,18293.821178422786,9466.9744684006,1.027646826215253,237.02104166666666
114,401011.4379925221,65755.61804322347,2121.2551505595534,6332.837391360134,40780.741492993904,11551.112464709102,7130.555205149812,0.0,219.9812083333333
115,279020.03479914716,38070.91569360193,1429.7481503958154,5921.125825265314,14583.040860907593,9723.362266686487,7460.753724842856,1.027646826215253,179.04570833333332
116,283918.0144983187,42184.659148896455,888.4439164474827,5635.723896543846,30738.407097134757,3367.5145455164575,2684.9086630434485,0.0,129.99245833333333
117,50101.07003028634,9617.853088027541,678.4372802293717,2286.1080168871617,3879.9470504362516,2780.0234104377596,584.3454852876921,0.0,101.913625
118,272732.17384767823,44594.56126441395,1405.192919003976,7099.372976946508,34876.2114801026,2616.8314284714547,367.74295779225434,0.0,113.52658333333332
119,132771.87385946768,25278.755756657214,1453.0162124001795,7626.788027658139,7899.902574395514,6437.443712153182,2931.354205438258,60.63116274669992,96.85249999999999
120,192809.9057339824,30078.782374926355,1118.3521716565606,1878.253233612902,19619.31688691519,8030.965418412396,601.6736874873271,0.0,77.53741666666667
121,162921.53150239657,27778.646010259272,1964.913576496188,5088.060736024273,8503.248442311224,8073.203343156615,5739.485639679111,0.0,181.590125
122,444750.0497418007,60705.40462346646,1545.5933952686064,4134.4711836407205,39204.38709685353,14783.273660477036,2673.356528243692,1.027646826215253,135.054375
123,117272.39925770905,18280.447479465056,661.2090130431617,1888.859386369443,14446.054153000186,1129.8644869078878,970.3793231795612,0.0,121.75358333333332
124,41287.887078075684,6338.724891451423,91.48803954056326,6180.494469947999,0.0,0.0,0.0,0.0,107.44975
125,24551.77380020392,4279.875402527576,96.73573012027089,2846.3057215735557,1385.9831623572902,0.0,0.0,0.0,111.34633333333332
126,50741.701101919425,9693.996897176023,697.6458080116977,2073.984961756341,3692.597582268769,2844.3402503891857,984.8194916792571,0.0,151.11649999999997
127,8844.988015192288,2076.649340413103,78.02226748697386,1567.782216557792,477.4389672655201,0.0,0.0,0.0,52.51406473108043
128,808919.755703122,115241.18294462941,2048.87662577151,7605.575722145057,90990.39896187923,10030.547173917179,7557.984192740809,14.38705556701354,180.31079166666666
129,887839.4896800452,124126.27547968262,1996.5977460340455,6554.602403542355,78891.24943699858,26365.104615909207,12306.874273340783,156.20231758471846,140.1028333333333
130,650498.3514756904,87483.30342777427,1661.8346922606208,5173.874153781741,56619.82959478779,17945.35829928297,7889.145390333833,0.0,146.25645833333334
131,679606.3451164813,95003.74068198458,2825.2377924788225,6463.968007259186,58005.81275714508,11901.49524951911,18208.08980021649,480.9387146687384,239.15379166666668
132,795991.6853635208,122262.42306071022,2815.518323546418,18333.53020711382,79661.56122476261,27174.015314378445,13648.14842199092,0.0,203.14008333333334
133,561423.7788088976,71991.07454044765,1640.8352931827967,4729.818834465121,44471.23949334446,21646.276538279373,11509.76878987646,79.69596283414157,117.25691666666665
134,1438199.5190571826,179891.83763167175,3950.9246665771593,25370.268716250062,134210.6074314992,37155.99932726021,7195.094993163242,0.0,216.56437499999998
135,643773.9791855644,83980.35591875372,3412.110532192157,10783.16826386196,53610.23112275377,15489.285537230322,15720.448440347029,5.62559737652764,250.49916666666667
136,486109.66154339066,67651.56023805952,1665.7449817281229,2459.9346256315607,43099.28687901349,27285.882376591777,4764.231824741334,1.8751991255092133,167.235625
137,876508.9073296541,121248.85430852513,3048.387735548991,8658.502065812514,87119.51666235949,32519.970114380856,10143.762348085003,0.0,218.3899583333333
138,723088.8522032971,104518.50816589968,2105.643879856374,15744.946068572846,65844.26374571894,31645.470868424727,5436.943958248466,0.0,94.97466666666666
139,737398.7622567867,97778.9221370259,3093.142487167772,8828.085514647653,65738.08197250252,23208.1128299501,13735.893482883153,75.00796502036853,151.78941666666665
140,1217591.264329982,160022.9361544112,2943.8910753028294,16628.92416106406,126334.2327291485,32596.34089723803,6302.478571247176,0.0,140.47808333333333
141,873769.6849270476,108282.00525393125,4164.2590946168,10423.53439822882,75786.45215470593,24040.661927576228,12676.453118036172,437.8589958064013,222.13691666666668
142,776162.1667018068,96062.87085258866,3242.187179625699,8902.156446322771,67147.88155550469,27536.507621742792,5914.667067550632,0.0,210.51762499999998
143,496594.8139713073,60257.493111463315,1882.4902799835136,4152.84526141683,27657.723661164182,22244.3350631891,15163.646449006183,28.1279868826382,174.32183333333333
144,576717.2293290035,67444.78482777768,2510.0903996815255,7464.595601312251,26646.368553894914,25081.886122023378,17940.07349921356,167.83032173307458,190.5929583333333
145,425772.3079401562,51235.069628897596,1672.1532833455929,4586.550058725089,31415.086606466022,13490.73744499602,8931.580580944134,120.01274403258965,220.85441666666665
146,570098.2727550245,71506.44467259958,2610.659391194399,3510.572314391791,38344.23578735142,25095.869504800045,15057.485758050145,147.20313135247324,198.34258333333332
147,178759.57750892584,25095.519213938165,762.5878924789085,1553.5403301334024,16120.70604456027,6008.552014650596,5058.881905762171,1.8751991255092133,143.58062499999997
148,577201.4986026519,69650.08150261393,2026.056908155539,4200.601519996841,41938.64650643004,24448.3313177575,8884.99986960628,299.0942605187195,172.368
149,567433.328148074,70662.72715028885,2768.3862987469624,6058.222517007045,37671.400788752326,23751.313468582135,12744.69927650791,613.1901140415127,178.6855
150,346406.5747569253,45783.21439173439,1139.9541699850752,3822.449921444921,25009.487158865544,17110.282294494635,6470.385786534785,5.62559737652764,158.7204583333333
151,638687.2308347833,77050.61036078146,4072.268958495056,3740.5820495934745,37113.158000852134,26677.067403392306,20958.070284963753,169.7055208585838,226.9019583333333
152,449386.06075025647,61431.68204842092,2892.934741473594,4655.747902790002,34733.004193307825,17338.31899823719,13665.480779698028,0.0,219.81495833333332
153,386779.66684992216,49712.870291599575,1976.5476101754093,2896.5632755059423,31727.324098003417,14405.0355496242,7672.818102465409,213.7727003080503,129.02266666666665
154,379933.8519837921,60028.563192936985,2054.1707475096005,15765.413036535707,32491.62260422458,9639.928957267926,9554.462186043329,154.70392785451008,207.17679166666667
155,709158.9297891605,89123.89424951453,3123.3235205919846,5055.341086826825,52122.634993038584,31836.935647982158,13078.34716236974,104.07355146576134,226.95420833333333
156,610911.451639771,86907.52032055604,1930.9659809285677,4330.225650428298,62708.221869435954,24754.890094015183,7628.403935840944,0.0,163.08808333333332
157,514658.95433454396,76183.81522571605,2791.022073815122,11126.233631620402,44388.18642320488,20498.563505763766,10652.900355731304,0.9375995627546067,237.02104166666666
158,380607.56622641016,61381.834404870824,2214.3782879463456,6401.287884765487,42564.17279419014,12943.234227048088,8023.798346034347,0.0,219.9812083333333
159,264823.2102927997,35538.60053768136,1492.5141186494227,5985.126202853968,15220.789233933976,10895.206472680968,8395.360764380477,0.9375995627546067,179.04570833333332
160,269471.9757795408,39378.71530005842,927.4466195734951,5696.639416329823,32082.665081638563,3773.362060041942,3021.246602820277,0.0,129.99245833333333
161,47551.87638792939,8978.114466076753,708.2206884339228,2310.818144759283,4049.6256478183227,3115.0674247096536,657.5463205134128,0.0,101.913625
162,258855.28213222363,41628.32099138363,1466.8809121795434,7176.108814788106,36401.42472889653,2932.207803784018,413.8100402572054,0.0,113.52658333333332
163,126016.30523544883,23597.320593905,1516.8036489737035,7709.22459934455,8245.382646894886,7213.274223101843,3298.5643261340065,55.318374202521795,96.85249999999999
164,182999.54069420596,28078.069886351695,1167.4478511180907,1898.5549329359271,20477.31266048943,8998.844639199227,677.0452229339094,0.0,77.53741666666667
165,154631.91748700917,25930.928795657215,2051.1733161078805,5143.056663810517,8875.11415339623,9046.173011674098,6458.469790611149,0.0,181.590125
166,422120.712712584,56667.53967134687,1613.4449717532887,4179.159934511938,40918.88096167828,16564.93036620465,3008.247334539946,0.9375995627546067,135.054375
167,111305.45974062926,17064.509975313063,690.2361000236042,1909.2757256783784,15077.811796731667,1266.033963702784,1091.9385355478091,0.0,121.75358333333332
168,39187.117190682904,5917.099910297346,95.50436604100184,6247.298316283004,0.0,0.0,0.0,0.0,107.44975
169,23302.55445933492,3995.196320088442,100.98243032690347,2877.0709250651216,1446.5952469880613,0.0,0.0,0.0,111.34633333333332
170,48159.91149596497,9049.193513361135,728.2724709143929,2096.4022899102565,3854.08297635046,3187.1356282509337,1108.1876208982228,0.0,151.11649999999997
171,8394.945986121422,1938.519471392266,81.44744636397127,1584.7280908387154,498.31842083745715,0.0,0.0,0.0,52.51406473108043
172,767761.0918827925,107575.83030363834,2138.8223446823067,7687.783013859647,94969.60874757741,11239.412817952752,8504.771272406597,13.126393878564492,180.31079166666666
173,842665.3091454249,115869.92432766668,2084.248421230305,6625.449914834924,82341.33686762059,29542.585227779917,13848.553807979357,142.5151335387002,140.1028333333333
174,617400.3305962343,81664.28670269506,1734.789263671185,5229.7976232721685,59095.938970707044,20108.104432846085,8877.41696310942,0.0,146.25645833333334
175,645027.2797745813,88684.49650266561,2949.2657798852238,6533.835867763068,60542.53421769511,13335.844589623717,20489.01335451514,438.7965953691559,239.15379166666668
