,distance,moving_time,average_heartrate,HR Zone 1,HR Zone 2,HR Zone 3,HR Zone 4,HR Zone 5,kilojoules,Power Zone 1,Power Zone 2,Power Zone 3,Power Zone 4,Power Zone 5,Power Zone 6,Power Zone 7,Power Zone 8,Power Zone 9,Power Zone 10,Power Zone 11,ftp
13,206103.09999999998,22202.0,889.3,438.0,9499.0,7093.0,5059.0,113.0,3823.2,1534.0,473.0,2056.0,3901.0,6407.0,4718.0,1999.0,649.0,224.0,90.0,151.0,220.85441666666665
14,623227.7,77463.0,2525.8,3602.0,36473.0,23331.0,13900.0,157.0,13513.1,5887.0,2875.0,11220.0,10616.0,14647.0,14213.0,12142.0,3756.0,1159.0,427.0,521.0,198.34258333333332
15,195418.8,27186.0,737.8,1594.0,15334.0,5586.0,4670.0,2.0,4008.7,3673.0,1728.0,4153.0,4733.0,4517.0,3542.0,3168.0,1304.0,222.0,82.0,64.0,143.58062499999997
16,630992.9,75452.0,1960.2,4310.0,39892.0,22729.0,8202.0,319.0,12862.6,2566.0,1420.0,5661.0,18991.0,23923.0,14665.0,5318.0,1788.0,441.0,358.0,321.0,172.368
17,620314.4,76549.0,2678.4,6216.0,35833.0,22081.0,11765.0,654.0,11926.8,2495.0,5305.0,9591.0,22356.0,12647.0,17034.0,5186.0,963.0,472.0,299.0,201.0,178.6855
18,378689.4,49597.0,1102.9,3922.0,23789.0,15907.0,5973.0,6.0,7382.9,9409.0,1934.0,5670.0,7290.0,8702.0,8131.0,6104.0,1352.0,370.0,143.0,492.0,158.7204583333333
19,698208.7,83469.0,3939.9,3838.0,35302.0,24801.0,19347.0,181.0,14838.8,3478.0,3992.0,13711.0,7231.0,20056.0,18451.0,10222.0,3970.0,1555.0,484.0,319.0,226.9019583333333
20,491265.9,66549.0,2798.9,4777.0,33038.0,16119.0,12615.0,0.0,10724.1,4008.0,3555.0,11592.0,16644.0,8292.0,9449.0,7243.0,3379.0,1318.0,667.0,402.0,219.81495833333332
21,422825.0,53854.0,1912.3,2972.0,30179.0,13392.0,7083.0,228.0,7931.0,10737.0,3399.0,7352.0,7702.0,7725.0,7749.0,4309.0,1683.0,1214.0,691.0,1293.0,129.02266666666665
22,415341.2,65029.0,1987.4,16176.0,30906.0,8962.0,8820.0,165.0,9049.9,7283.0,7936.0,13567.0,9970.0,9065.0,6175.0,6565.0,1987.0,1093.0,518.0,870.0,207.17679166666667
23,775247.9,96548.0,3021.8,5187.0,49579.0,29598.0,12073.0,111.0,13763.5,22152.0,2903.0,10115.0,15508.0,15999.0,13507.0,10551.0,3447.0,1193.0,491.0,682.0,226.95420833333333
24,667844.4,94147.0,1868.2,4443.0,59648.0,23014.0,7042.0,0.0,13654.3,16689.0,3099.0,9485.0,16743.0,23707.0,13603.0,6596.0,1838.0,930.0,518.0,939.0,163.08808333333332
25,506297.4,72027.0,2313.4,8283.0,36289.0,17983.0,9471.0,1.0,10570.6,9648.0,5529.0,10954.0,11015.0,9437.0,12674.0,11019.0,1044.0,252.0,131.0,324.0,237.02104166666666
26,416077.7,66495.0,2142.4,6568.0,40487.0,12033.0,7407.0,0.0,9387.4,10366.0,4097.0,9424.0,12284.0,10922.0,8972.0,8128.0,1543.0,354.0,130.0,275.0,219.9812083333333
27,289503.0,38499.0,1444.0,6141.0,14478.0,10129.0,7750.0,1.0,5986.3,2129.0,6766.0,4611.0,4822.0,5241.0,6153.0,7241.0,1024.0,325.0,108.0,79.0,179.04570833333332
28,294585.0,42659.0,897.3,5845.0,30517.0,3508.0,2789.0,0.0,5502.6,7334.0,769.0,5829.0,12054.0,10344.0,3512.0,1001.0,1093.0,521.0,185.0,17.0,129.99245833333333
29,16483.2,3052.0,275.5,834.0,1206.0,866.0,146.0,0.0,326.3,95.0,652.0,784.0,937.0,375.0,11.0,73.0,105.0,19.0,1.0,0.0,101.913625
30,282978.9,45096.0,1419.2,7363.0,34625.0,2726.0,382.0,0.0,4600.6,8126.0,3895.0,10582.0,12445.0,6531.0,2298.0,608.0,235.0,123.0,42.0,211.0,113.52658333333332
31,137760.2,25563.0,1467.5,7910.0,7843.0,6706.0,3045.0,59.0,2576.1,943.0,6575.0,5856.0,5683.0,4875.0,1594.0,37.0,0.0,0.0,0.0,0.0,96.85249999999999
32,200053.9,30417.0,1129.5,1948.0,19478.0,8366.0,625.0,0.0,3297.5,5133.0,4808.0,7428.0,3884.0,3508.0,3506.0,1059.0,411.0,424.0,120.0,136.0,77.53741666666667
33,169042.6,28091.0,1984.5,5277.0,8442.0,8410.0,5962.0,0.0,3637.0,3605.0,5077.0,5971.0,2091.0,2427.0,6028.0,1383.0,522.0,375.0,226.0,386.0,181.590125
34,461459.6,61388.0,1561.0,4288.0,38922.0,15400.0,2777.0,1.0,8114.8,6039.0,2977.0,8858.0,18421.0,16262.0,6474.0,1654.0,365.0,124.0,75.0,139.0,135.054375
35,121678.4,18486.0,667.8,1959.0,14342.0,1177.0,1008.0,0.0,2068.2,2329.0,1531.0,4281.0,5033.0,3381.0,1444.0,331.0,89.0,33.0,18.0,16.0,121.75358333333332
36,42839.1,6410.0,92.4,6410.0,0.0,0.0,0.0,0.0,714.8,826.0,387.0,1582.0,1934.0,1186.0,295.0,109.0,36.0,25.0,23.0,7.0,107.44975
37,25474.2,4328.0,97.7,2952.0,1376.0,0.0,0.0,0.0,441.8,854.0,282.0,1026.0,1100.0,673.0,267.0,75.0,28.0,17.0,3.0,3.0,111.34633333333332
38,52648.1,9803.0,704.6,2151.0,3666.0,2963.0,1023.0,0.0,1081.5,1281.0,2802.0,2342.0,537.0,787.0,820.0,384.0,326.0,257.0,122.0,145.0,151.11649999999997
39,9177.3,2100.0,78.8,1626.0,474.0,0.0,0.0,0.0,156.7,56.0,718.0,745.0,512.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,52.51406473108043
40,839311.4,116537.0,2069.3,7888.0,90335.0,10449.0,7851.0,14.0,17346.3,15105.0,3304.0,14513.0,21317.0,39142.0,10478.0,6281.0,3531.0,1220.0,633.0,1013.0,180.31079166666666
41,921196.2,125522.0,2016.5,6798.0,78323.0,27465.0,12784.0,152.0,18470.3,19814.0,5406.0,17449.0,26842.0,22567.0,15646.0,8390.0,4038.0,2137.0,1292.0,1941.0,140.1028333333333
42,674938.0,88467.0,1678.4,5366.0,56212.0,18694.0,8195.0,0.0,13452.5,12803.0,4452.0,9708.0,16333.0,21797.0,12297.0,5517.0,1999.0,1314.0,703.0,1544.0,146.25645833333334
43,705139.6,96072.0,2853.4,6704.0,57588.0,12398.0,18914.0,468.0,15738.1,13956.0,1855.0,10789.0,14665.0,20798.0,15298.0,12653.0,3314.0,1169.0,611.0,964.0,239.15379166666668
44,922963.8094699231,131386.4629881271,2684.183237610448,18403.02995073119,73469.54337754071,26116.822568208783,11637.371924806366,0.0,17624.35130936956,21492.655822024382,9080.598035065152,20369.44954530515,32263.04755432863,20075.243977116854,20515.868746447806,7600.215467760706,1452.8553203017352,271.5098882463893,110.5195052883902,255.46183855216964,203.14008333333334
45,650978.9475750809,77363.53013294417,1564.2954808027116,4747.7488889957185,41014.532087699605,20804.13796313318,9814.038947620258,76.7166860657465,11190.440132040536,6824.88738166696,7432.96819394738,14632.658946777356,18384.06887450613,13685.58496938407,10037.147433770677,3925.7564573393,1571.539276044694,742.7406095418177,433.73692641481443,542.592500065352,117.25691666666665
46,1667613.0307574966,193316.5700071519,3766.626441176923,25466.443710992695,123778.54378969336,35710.462018510705,6135.044394361766,0.0,30226.00509436484,13435.301318026297,7614.403622879991,31258.70974872849,45984.11375559483,61867.506065765025,18643.508916770938,8355.129342851455,3068.3895109752843,1174.3953132284503,711.0783264781332,1790.344124729255,216.56437499999998
47,631007.9640161049,76772.30245741416,2843.125512289804,9695.073457644256,39296.42256642578,13615.111159534088,12725.46019589311,5.415295486993871,13190.154934433145,6234.833677675098,3638.515899135081,14939.107225056665,17210.422582268333,8818.454444234376,10426.771444570488,10592.289541022952,2846.3686627319908,1310.61044360291,901.8808686269579,1180.1914690137423,250.49916666666667
48,563651.1452168297,72700.17224256397,1588.0432106215117,2469.2598796260445,39749.22005312718,26224.337493082854,4062.3193686243667,1.8050984956646237,11338.866003755154,5885.433276164559,1778.0672035395962,8104.620864460859,26125.85548450181,16951.96186434929,8701.602907862438,3674.4590104214058,1510.1510230741978,512.6474839092842,184.5467210947648,150.95472278082752,167.235625
49,1016324.6865748883,130297.2549550198,2906.190023011929,8691.3251864492,80347.79898923171,31254.795420364015,8649.285713460338,0.0,20001.713340438066,16776.253860423905,4936.024399015327,14554.815171908978,33524.30980241057,26364.736637311275,24027.896288240543,8931.274708955894,2663.2270413700116,463.8677412751872,157.43816319383888,146.7322130526925,218.3899583333333
50,838431.9257179198,112318.37845953998,2007.4222069236434,15804.63286662391,60726.251369582606,30414.31817110804,4635.921080292337,0.0,16134.040893591216,17516.33828437274,5964.81231766565,16323.543980627182,25130.497474505,19593.491543718068,20933.632269138714,5785.970485133957,1708.6397076788012,526.4530714472363,270.04294216691574,494.0336381917991,94.97466666666666
51,855024.4722721078,105075.8394342973,2948.8571060473664,8861.551501447191,60628.323005221064,22305.21172195197,11712.189539371753,72.20393982658494,16624.016142491768,3179.8457290209885,5372.4501605018795,24340.46742783126,28303.010108210296,16501.690283033993,13117.341696926958,12729.339374162118,2069.8072626552184,317.528513372896,139.71333687400272,447.5860311823138,151.78941666666665
52,1411814.5859652746,171964.9181814673,2806.567803730572,16691.961991354823,116514.39224715192,31328.19503253766,5373.936809153381,0.0,27573.55620091251,7077.623695151528,4886.007064552823,29667.34650300152,54947.42979648732,40753.39396989317,22566.806247741253,6927.024339635128,2951.7518303313423,2002.7305655055702,705.8651422664167,1277.3091927608482,140.47808333333333
53,1013148.518795522,116362.73287755318,3970.009488255776,10463.048499445542,69895.64287222734,23105.370874380173,10808.836119063742,421.4904987376896,17504.90988899835,7515.632844019207,8013.561566531738,19638.309280085705,28267.3524517621,29950.6918791846,15871.766995497841,5281.3325226240395,1528.5674989653467,407.7250186208491,400.3725474598287,463.42044266282016,222.13691666666668
54,899971.1973352723,103231.72492287064,3090.949331768155,8935.903225239417,61928.54019936789,26465.21227669496,5043.261426259446,0.0,18179.40886110349,2955.303107877328,3272.7028451250044,10780.870137150912,20963.645620987125,35429.31410692562,23722.690813114026,5704.247738168788,1058.9473637410533,265.0672807286784,164.736621090242,160.45536966913136,210.51762499999998
55,575808.830285265,64754.310361699194,1794.6780215344747,4168.588093140482,25507.914946767243,21378.92929226765,12929.592206003612,27.076477434969355,11525.088449382796,3586.6404327969476,2680.3406879612335,10070.42252094711,8753.445262940242,11400.838280294787,23273.540911775355,5421.282726801891,997.5591107705576,171.1892854706048,130.329605292913,128.78654670811858,174.32183333333333
56,555264.3439985205,60186.18377476008,1788.6671853562723,6402.074743372756,21243.66795209329,19314.43597521453,12336.593335003876,161.55631536198382,10691.334250116051,3097.2784871654717,3104.9976648683737,9199.360533812349,11263.74427689331,10115.847136159813,14718.047007962847,6768.686517390112,2347.077538571958,493.31966135615147,182.4614474100782,215.3479961348868,190.5929583333333
57,218606.78759308695,22024.2229062372,876.3010841435283,428.50072396046255,9210.114188814887,7332.72463588271,4672.8680504480835,101.98806500505124,4059.097229895103,1544.6115732483206,463.88625883851574,2025.9088750555045,3974.3005086976123,6112.055130269325,5106.239119315296,2042.0471397921574,664.0162696308635,206.16344056674987,93.83731581089735,159.3997422370976,220.85441666666665
58,661037.1480876713,76842.7339422508,2488.880330967867,3523.880382889466,35363.774587708744,24119.526079201958,12839.072129122032,141.70023190967297,14346.878734383636,5927.723814675921,2819.604638817617,11055.786759787336,10815.476595830261,13972.728498994038,15382.5724041603,12403.469920638507,3842.9046359530403,1066.7117304324245,445.20593168059077,549.9818920895883,198.34258333333332
59,207274.30156701157,26968.31474321973,727.015562668498,1559.4295753264323,14867.658803167435,5774.792022563205,4313.558765683446,1.8050984956646237,4256.042860818293,3698.408284576976,1694.7049794354232,4092.2176839034582,4821.933941980466,4309.060874578827,3833.4673507025814,3236.2207798206878,1334.1713645587765,204.3226955616896,85.49622107215092,67.56015565016057,143.58062499999997
60,669273.4406374575,74847.83653370908,1931.5477174610867,4216.525388743365,38678.795159511894,23497.180071757804,7575.976230435893,287.91321005850745,13656.241899259456,2583.7505195275035,1392.6395085638317,5578.146956074519,19347.844388791684,22821.709830097247,15871.766995497841,5432.519604509602,1829.3699385207763,405.8842736157888,373.2639895589028,338.85640568283657,172.368
61,657947.1064808496,75936.05257407221,2639.249773720934,6081.188356479989,34743.238417496985,22827.279386003964,10867.027597059045,590.267208082332,12662.701622073893,2512.2593710916294,5202.783516148681,9450.628414716608,22776.073358739766,12064.798069691924,18435.709444344375,5297.6770720170725,985.2814601764584,434.41582119422293,311.74841586064787,212.18111383878554,178.6855
62,401663.4064677026,49199.8641329901,1086.778888678621,3836.9402725409454,23065.523364324385,16444.61451896042,5517.1063185069,5.415295486993871,7838.436110742979,9474.087544128713,1896.7357813820072,5587.015234224081,7426.980443067315,8301.405297893501,8800.091199481278,6235.445593442386,1383.2819669351732,340.5378259361493,149.09706845509245,519.3686965606094,158.7204583333333
63,740567.0316290505,82800.64236378312,3882.310403032821,3754.7620515074323,34228.38731377441,25639.208190402802,17870.32579008086,163.36141385764844,15754.37643203794,3502.0593557742236,3915.0823367512785,13510.329078738338,7366.871822197497,19132.726345041607,19969.312842409185,10442.123993474454,4061.856071547809,1431.1792414343574,504.6362316941591,336.7451508187691,226.9019583333333
64,521069.6018304757,66016.12513229345,2757.988422814935,4673.3971652034925,32033.2406116503,16663.7795581268,11652.150712868664,0.0,11385.79321069211,4035.725675084269,3486.5024316510007,11422.342256635899,16956.743826394017,7910.279559886569,10226.54799457614,7398.973203358978,3457.1817797884246,1213.0509583347157,695.4387738429837,424.36222767757107,219.81495833333332
65,448476.5875139529,53422.77724495532,1884.347872717496,2907.543725138116,29261.189188782446,13844.614172246052,6542.384740328875,205.7812285057671,8420.3547107915,10811.27409515464,3333.5082321186364,7244.397883953341,7846.721998971805,7369.3812831794185,8386.656832465924,4401.791458411409,1721.9404958224086,1117.3322180715818,720.462058059223,1364.9262696196502,129.02266666666665
66,440538.76670005376,64508.29616114308,1958.35013451799,15825.177421882288,29966.07949463237,9264.891891552354,8146.806919342182,148.92062589233146,9608.292535265666,7333.3807613869085,7783.089535184907,13368.436628345346,10157.33813681497,8647.694670811836,6683.134074135641,6706.372922829171,2032.974310872921,1005.9671452654358,540.0858843338315,918.3958658693703,207.17679166666667
67,822279.9802976603,95774.91546488555,2977.6302890643365,5074.50514881945,48071.19184832648,30598.334100219432,11151.519267258294,100.18296650938662,14612.728793592083,22305.238311992696,2847.0651361695795,9966.959275868885,15799.398177103967,15262.489469202268,14618.476427425117,10778.208790368712,3526.7551331549867,1098.0043955184492,511.9346895905622,719.9379086470235,226.95420833333333
68,708360.6160995765,93393.14088611447,1840.892483298032,4346.640905379761,57833.97106373622,23791.812317806947,6504.514095919234,0.0,14496.79098821843,16804.44755276481,3039.2886176333195,9346.179805399543,17057.604054633204,22615.653343732618,14722.3761636384,6738.040487278175,1880.5268159961895,855.946427353024,540.0858843338315,991.2341586796996,163.08808333333332
69,537013.0200891311,71450.26138489986,2279.5849860088147,8103.359581197515,35185.370438772865,18590.777827023652,8748.118858626962,0.9025492478323118,11222.822028230063,9714.740846610037,5422.467494964383,10793.679872255834,11221.973879339708,9002.56973066203,13716.92975799111,11256.28686011495,1068.1556016866277,231.9338706375936,136.5854263469728,342.02328797893784,237.02104166666666
70,441319.94805570686,65962.55752410785,2111.0844964231364,6425.554235096617,39255.69988025564,12439.68356740119,6841.655198590424,0.0,9966.616796379287,10437.707671637609,4018.0592018211396,9286.072586830289,12514.818623132907,10419.20807441885,9710.296180266392,8303.031091661158,1578.7012388912517,325.8118658956672,135.5427895046295,290.2975438092837,219.9812083333333
71,307066.32179992174,38190.72865810404,1422.8930231679467,6007.814944842924,14037.691675509204,10471.333404322002,7158.475467675953,0.9025492478323118,6355.663775716954,2143.727535492617,6635.633038692172,4543.514505292282,4912.60626837731,4999.731689986192,6659.323717920097,7396.930134684849,1047.6928506964625,299.12106332229337,112.60477897307682,83.39456713066696,179.04570833333332
72,312456.63225400064,42317.418473884005,884.184147983794,5718.234546915305,29588.909853675534,3626.5611197908565,2576.12749410945,0.0,5842.118753196483,7384.733558150706,754.1829451306947,5743.688148199677,12280.496880759041,9867.816180350537,3800.9986831359306,1022.5558714016756,1118.2893416125328,479.5140738181995,192.8878158335112,17.9456663445739,129.99245833333333
73,17483.188759675963,3027.561855230877,271.47301099914773,815.9123374041684,1169.322845742789,895.2685090475718,134.85644106847602,0.0,346.4332041522212,95.65717044236665,639.4372954814213,772.5255632507372,954.6064026274449,357.7369554941465,11.905178107771992,74.57200660571661,107.42944269836774,17.487077548072534,1.042636842343304,0.0,101.913625
74,300146.4232494582,44734.904791445486,1398.4555252631233,7203.312398449511,33571.97639622228,2818.13158852619,352.8435649873825,0.0,4884.463987198005,8182.212284364962,3819.951328067693,10427.124375407271,12678.843842794613,6230.346816886056,2487.099935605458,621.0928769352835,240.4373241344421,113.2058178112064,43.790747378418764,222.73738815912313,113.52658333333332
75,146117.71865722147,25358.31051941904,1446.049523198727,7738.449147322509,7604.476848391952,6932.64505966861,2812.5881031062295,53.2504056221064,2735.0492712734813,949.5232813384396,6448.313217469854,5770.292982648363,5789.784617002956,4650.580421423905,1725.1685367080504,37.79677047139061,0.0,0.0,0.0,0.0,96.85249999999999
76,212190.59987195078,30173.443299658447,1112.990075947504,1905.7520782533816,18885.630505288595,8648.748668235548,577.2964086835447,0.0,3500.960743769382,5168.507956638611,4715.3596881513395,7319.285566105198,3956.981075565631,3346.5099729959093,3794.5049496226,1081.804862951423,420.5095328478966,390.23794107277655,125.11642108119646,143.5653307565912,77.53741666666667
77,179297.93269670938,27866.068176700708,1955.4925238758935,5162.553242783929,8185.259920199524,8694.235751836119,5506.945901714069,0.0,3861.408407911825,3629.9378888919136,4979.17660913984,5883.6098701149895,2130.2902752337113,2315.2735759581165,6524.037603059051,1412.781988160357,534.0778008433139,345.13968844880003,235.63592636958668,407.4721887650309,181.590125
78,489455.03857045755,60896.45057959144,1538.1828318318317,4195.002521329825,37738.29502653469,15920.479260199312,2565.0434030627257,0.9025492478323118,8615.495449140191,6080.775287383708,2919.639307742624,8728.356427646722,18767.13398377819,15513.382320655495,7006.738460883261,1689.6177935048668,373.4452055705164,114.12619031373654,78.1977631757478,146.7322130526925,135.054375
79,129060.28169138005,18337.97786887221,658.0387540661736,1916.5135119601512,13905.827739339204,1216.7794863152333,931.0636479248208,0.0,2195.8110721042717,2345.111052213389,1501.5007659233986,4218.344306475007,5127.570997250727,3225.356390735225,1562.825198874796,338.12786556838626,91.05924190623551,30.3722925834944,18.76746316217947,16.890038912540142,121.75358333333332
80,45438.02608684203,6358.673490180184,91.04938735506806,6270.980914581199,0.0,0.0,0.0,0.0,758.9042425007898,831.713924056788,379.5433026860583,1558.8462258452375,1970.340216308942,1131.4027445761542,319.2752310720671,111.3472427400426,36.83295178229751,23.009312563253335,23.98064737389599,7.389392024236312,107.44975
81,27019.64710139642,4293.344596801846,96.27191714924405,2887.9774820348985,1334.1527659552883,0.0,0.0,0.0,469.0597290666605,859.9076163976961,276.56643761619756,1010.9837090500719,1120.6692026576195,642.0185894601617,288.97114134319287,76.61507527984583,28.647851386231398,15.646332543012267,3.1279105270299117,3.1668822961012766,111.34633333333332
82,55842.11015690497,9724.504871175715,694.3008477313956,2104.3494457510387,3554.5087499942492,3063.14156155653,944.9187617332259,0.0,1148.2301878352046,1289.861424596544,2748.0111992928564,2307.723047363809,547.0903289337651,750.7706239303822,887.4769134884575,392.2691854328107,333.54284113969413,236.53573315024428,127.20169476588308,153.06597764489504,151.11649999999997
83,9734.06063168403,2083.184762773539,77.64817882661649,1590.7355642915802,459.58460106308627,0.0,0.0,0.0,166.3686273081614,56.38738468181613,704.1656106681909,734.0963579359683,521.6205743279102,65.82359981092296,0.0,0.0,0.0,0.0,0.0,0.0,52.51406473108043
84,890230.0302336862,115603.85842825711,2039.0530005827095,7716.926279908969,87587.71083762425,10802.148557780689,7251.766567319214,12.635689469652366,18416.592979422847,15209.490100336297,3240.338687531619,14300.591198288199,21717.550357320433,37340.10643187169,11340.223292112267,6416.257171102822,3612.6986873136807,1122.8544530867628,659.9891212033114,1069.3505886501978,180.31079166666666
85,977082.5476422182,124516.91323469533,1987.0247792369562,6650.566030783618,75941.02259296224,28393.24434294637,11808.251661776696,137.1874856705114,19609.945481620507,19951.065001526873,5301.837453025404,17193.620603523104,27346.366125214383,21528.132999030415,16933.492424927324,8570.673087972087,4131.42942491437,1966.836037906895,1347.0868003075486,2048.9728455775257,140.1028333333333
86,715884.5645917162,87758.62209918414,1653.8667936877298,5249.623024593247,54502.46749991182,19325.80774611467,7569.510510658637,0.0,14282.539622610346,12891.565822880213,4366.219078962097,9565.916030660914,16639.90007909718,20793.579783749097,13308.906835570198,5635.804937585459,2045.25196146702,1209.3694683245953,732.9737001673426,1629.8887550601237,146.25645833333334
87,747918.4095759564,95302.72691865687,2811.691795226745,6558.604688198496,55836.62026586711,12817.019601815005,17470.3748381449,422.39304798552195,16709.16460394751,14052.541796775464,1819.2579495675404,10631.094772847198,14940.558051794536,19840.568534312693,16556.855881154173,12925.473966878524,3390.6778390703876,1075.915455457726,637.0511106717587,1017.6248444805435,239.15379166666668
88,905264.0117460238,124923.75703039874,2898.480738834055,17981.10687742211,69226.54367756126,24956.221105357577,12196.052160789533,0.0,16941.42790123073,20111.161461660162,9894.782731124476,19320.30757193899,32245.95575984805,20603.863757895837,17340.479769858033,7565.94725648089,1289.3504892006144,306.92993198016785,95.74824531780777,241.35167571808998,203.14008333333334
89,638495.039131029,73558.13240984497,1689.184351284531,4638.898074325101,38645.86829393352,19879.62607466318,10285.18566619484,91.21481053751738,10756.823405989244,6386.200627178851,8099.423082319085,13878.994168116002,18374.32966042876,14045.952740485349,8483.625732520753,3908.055820787105,1394.677712262073,839.6354410440523,375.76669860573617,512.6229806574308,117.25691666666665
90,1635632.9974958478,183807.61360252037,4067.3431072662174,24882.57897645925,116630.10785257671,34123.53028707465,6429.572065399166,0.0,29054.782048981524,12571.713627684776,8297.126376979202,29648.709225262217,45959.753037024806,63496.59647837002,15757.91857541541,8317.457340155537,2723.0719134596075,1327.6020108701496,616.0405972334424,1691.4563719747134,216.56437499999998
91,618907.0417365314,72995.98634998618,3070.11250945591,9472.79619133768,37026.982721090084,13010.071327932523,13336.376745709771,6.438692508530638,12679.051552323788,5834.074104970707,3964.752557778573,14169.658625104828,17201.305123503633,9050.661308591005,8812.944825005925,10544.530524522896,2526.0373668704997,1481.5871970839287,781.3418132066389,1115.004848978614,250.49916666666667
92,552841.9334635413,69124.15820280439,1714.8280318300158,2412.647586976418,37453.63032973449,25058.958191014754,4257.340852698815,2.1462308361768794,10899.497945334913,5507.13229062561,1937.4922876691517,7687.187005572668,26112.014952177065,17398.33962069041,7354.793065502142,3657.8914356937853,1340.198114126836,579.5253291964525,159.88150397407523,142.61689928796227,167.235625
93,996834.4950965114,123888.12553086023,3138.2119100746254,8492.060682527139,75707.56752279338,29865.86837185907,9064.515630893975,0.0,19226.6698790764,15697.91806571656,5378.598281212819,13805.159788366429,33506.54983685613,27058.97085520658,20308.925478509085,8891.004954759734,2363.5065657670416,524.3819854847613,136.39608531121672,138.6276153917955,218.3899583333333
94,822353.2069878869,106793.60340186564,2167.6890459444703,15442.282792236147,57219.19995076595,29062.74096186597,4858.479704341827,0.0,15508.865305526033,16390.431707052714,6499.629395258567,15482.789049764962,25117.184246816087,20109.425856463724,17693.583019022688,5759.882427514484,1516.3488147641028,595.1319359073085,233.95090129539824,466.7462158515129,94.97466666666666
95,838627.5561060322,99907.31416859542,3184.2854108057245,8658.38424834881,57126.92712748311,21313.993847492187,12274.46157622123,85.84923344707518,15979.854575254407,2975.4531691694915,5854.154854854723,23086.795551569125,28288.016198191825,16936.21152271822,11087.076113667408,12671.944726210802,1836.8704504597486,358.9519543496878,121.04023464704001,422.86409299367836,151.78941666666665
96,1384740.0329450564,163506.21797768702,3030.6361381597485,16309.26827614566,109785.47426807162,29936.00618995195,5631.925666439678,0.0,26505.112509301354,6622.6916802065725,5324.096291874083,28139.310196204486,54918.32063760404,41826.50920629682,19073.978881689694,6895.791444381306,2619.5606770026566,2263.998413521509,611.5241705675081,1206.7583785904499,140.47808333333333
